"assignee_id"	"assignee_type"	"disambig_assignee_individual_name_first"	"disambig_assignee_individual_name_last"	"disambig_assignee_organization"
"org_x3s7mucF2bqZWekMA82N"	2	NA	NA	"Level One Communications, Inc."
"org_x3WdiVwEHcqhXxpTEpiy"	3	NA	NA	"Focus Microwaves Inc."
"org_X3XTSjsMJFjq2qzEU4zY"	2	NA	NA	"Analogic Corporation"
"org_X45S1iZ5AQX2sVNjySBv"	2	NA	NA	"TeleSign Corporation"
"org_X4IV3iMfwtC9HuIm2AVx"	2	NA	NA	"ROKU, INC."
"org_X4JS2srot5EwWC0azxnG"	3	NA	NA	"MARVELL ISRAEL (M.I.S.L) LTD."
"org_x4tiiF4wt787uMcOGGTM"	2	NA	NA	"Minatome Corp."
"org_x4XbE8oyEhWZCK3OIDSU"	2	NA	NA	"Low Emissions Technologies Research and Development Partnership"
"org_X587KCLE11bEmK9KEEWw"	3	NA	NA	"Simatelex Manufactory Co., Ltd."
"org_X5DGX4AA1mI15lpN0HkS"	2	NA	NA	"Liquidnet Holdings, Inc."
"org_X5qHfSPyvOaV5hrVSa7b"	3	NA	NA	"BUERKERT WERKE GMBH"
"org_x6CkrL9Md7OfQXpmRdGY"	3	NA	NA	"Switcheasy Limited"
"org_X6n1iDX1UIACvAJ8ZvbM"	3	NA	NA	"CFS Concrete Forming Systems Inc."
"org_X6pGOaKKG7YZ1xiXk76n"	3	NA	NA	"Steyr Motors GmbH"
"org_X6q7mCbv8dr2IN6ubyeA"	3	NA	NA	"Paradigm Ltd."
"org_x6YoRNN9Tk10MamyXNEn"	2	NA	NA	"Blizzard Corporation"
"org_x7aKKo4eUTNRLdmajw5P"	2	NA	NA	"Ithaca College"
"org_x7gAi2A1elMRIQ1dEewo"	2	NA	NA	"Federal Signal Corporation"
"org_X7nrPTJyfjg7Uidxk9kM"	3	NA	NA	"VSL International AG"
"org_X7pt89mbqvqDomoc2AQY"	2	NA	NA	"MICROCHIP TECHNOLOGY INCORPORATED"
"org_X7zAVzh6x1TmkumcgoAb"	6	NA	NA	"The United States of America as represented by the Secretary of the Air Force"
"org_X8cuhlRRHkphE8fHqhZ6"	2	NA	NA	"Rutgers Research and Educational Foundation"
"org_x8Edp8O93PhoFGJ56cHK"	3	NA	NA	"Tokai University Educational System"
"org_X8JmDB7WkQbSMSR0VqAs"	2	NA	NA	"OPW FUELING COMPONENTS INC."
"org_x8puISguF1j16wD8HSJX"	3	NA	NA	"Institute of Microelectronics, Chinese Academy of Sciences"
"org_x8SBXjz19ilBaruAwkSP"	3	NA	NA	"Ivoclar Vivadent AG"
"org_X8tUefOEdzm0m9xUbiyI"	3	NA	NA	"Guinard Centrifugation"
"org_X8vgXwmOkid8lEDCKZDj"	2	NA	NA	"REALMFIVE, INC."
"org_X9Msoj39gr4p1XcR1HxB"	2	NA	NA	"Harris Corporation"
"org_Xa458dsQL5IefY5e6r0e"	2	NA	NA	"Stereotaxis, Inc."
"org_Xa6PGfUN9otxXlYaFZDX"	2	NA	NA	"ADProducts, LLC"
"org_xaA7lOuPQmKVmSG6pv8I"	2	NA	NA	"Interval Research Corporation"
"org_xaaTrKWZxRtO2iaHDrfW"	2	NA	NA	"Buell Industries, Inc."
"org_xAimdIpPOkO58vVSAl4x"	2	NA	NA	"Sequoia Communications"
"org_XatIBXCaahHUnBg76UXT"	2	NA	NA	"SenoRx, Inc."
"org_Xb66c4cbfEzpL42lLtNt"	3	NA	NA	"Toray Industries, Inc."
"org_xbDtDYXsTdfajZ6kBfTP"	2	NA	NA	"ZymoGenetics, Inc."
"org_xbgrE4KQrOk1IAPjvThs"	3	NA	NA	"Allflex International Limited"
"org_xbK7Vf041CPzrks5Pxc3"	3	NA	NA	"SIG Alfa S.p.A."
"org_XbkcNLPqsbaJaRe5EEgB"	2	NA	NA	"DataRam, Inc."
"org_XbKxqaqNZNcfMznDoyyD"	3	NA	NA	"Fuji P.S. Concrete Co., Ltd."
"org_XBmPD7eg8QAmv3FLCIMC"	3	NA	NA	"NIPPON LIGHT METAL COMPANY, LTD."
"org_xbqsiqWd9atCKN1VE3WZ"	2	NA	NA	"Bellmar Communications LLC"
"org_XBrkAEKCN0NvEp54DoQA"	2	NA	NA	"Continental Controls Corporation"
"org_XBSgKBFekUPQi2NaaDvh"	2	NA	NA	"Auterra, Inc."
"org_xBwc96Vh1Kg3Ouv3hgJu"	2	NA	NA	"Xoma Technology Ltd."
"org_XC16cjqFVsoP4NJwHHuW"	7	NA	NA	"Commissariat a l'Energie Atomique"
"org_xC5HgMDB0El9GVAkeiwC"	2	NA	NA	"Adolor Corporation"
"org_XcFxoRsTQWukgG6QTgzL"	2	NA	NA	"SBC Knowledge Ventures, L.P."
"org_xco2oeK52P7Kwz3jMhpL"	3	NA	NA	"KARL MAYER TEXTILMASCHINENFABRIK GMBH"
"org_xcrJ5uPAgWb9bNE6BShx"	2	NA	NA	"K Sciences GP, LLC"
"org_XCrRVerwaexkDaD44vFB"	3	NA	NA	"IRO AB"
"org_XCs38HZ82utdyQyEbqFL"	2	NA	NA	"Hoeganaes Corporation"
"org_XCSCSqMRdPKMnipqsrtf"	3	NA	NA	"Alphana Technology Co., Ltd."
"org_xcSdamQzdNQZgcgEBUxc"	3	NA	NA	"Nippon Hoso Kyokai"
"org_XcU56gcawZvyrNM72PPY"	3	NA	NA	"Louis Renner GmbH"
"org_xcuDE96ETwvB3FsDSxBm"	3	NA	NA	"CEOS Corrected Electron Optical Systems GmbH"
"org_XCuphQYYwrXsbNoHbWHc"	2	NA	NA	"Schering Corporation"
"org_XCXDyHPDhjdInRFAUNvU"	3	NA	NA	"Transcend Information, Inc."
"org_xDIjFJn8j6TPS1PzSnFo"	2	NA	NA	"New England Medical Center Hospitals, Inc."
"org_xdjxpkVNi6GYQKVXsudD"	2	NA	NA	"CFMT, Inc."
"org_xDkU3wXTsr5PYHRdVFVT"	2	NA	NA	"Colony Incorporated"
"org_XdpG8BWGXS5vtaZsk8ce"	2	NA	NA	"MEDTRONIC, INC."
"org_XDpycahxKi06ec6f8eDc"	2	NA	NA	"Visionary Biomedical, Inc."
"org_XdRQl2VwsIE6UBYp0Cxs"	3	NA	NA	"Concast AG"
"org_XdUBtLPND2NLe0EW1hfb"	2	NA	NA	"Array Technologies, Inc."
"org_Xdw1EokiHluAmLYbZz9R"	3	NA	NA	"Interwell Technology AS"
"org_XED9G7cGkmTXNfv1F5zW"	2	NA	NA	"Pfizer Hospital Products Group, Inc."
"org_XeDFhjhEJkjmd9aFFPJ7"	2	NA	NA	"Optic Clear Solutions, LLC"
"org_xEeMhiT9SesV5jhsBoRu"	3	NA	NA	"\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\The French joint stock company \\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\L'Oreal\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\"
"org_xEeSLcYmW6yGa8mA5WVP"	2	NA	NA	"The Board of Regents of the University of Texas System"
"org_XEfyNlUte5zOPhk6ylD7"	3	NA	NA	"Dialog Semiconductor GmbH"
"org_xeHrPZVDm02Hbxdm5oi3"	2	NA	NA	"MODINE MANUFACTURING COMPANY"
"org_XepWFjdncWDqLjzwjrxm"	2	NA	NA	"Avantor Performance Materials, Inc."
"org_xERihGR1plJgREGwUtdl"	3	NA	NA	"M. I. Laboratories Corporation"
"org_XERmccl4OtX2GDs0fVtL"	2	NA	NA	"LifeSize Communications, Inc."
"org_XEvIT1orCkoLfjKTJTvD"	3	NA	NA	"The Japan Tobacco & Salt Public Corporation"
"org_xEY9oIhT7WSNi1b9Crdb"	3	NA	NA	"Pelikan Aktiengesellschaft"
"org_XF48bE7u4gEeCo4QBNEm"	3	NA	NA	"Lipotec, S.A."
"org_xF4cT8lmQAVe207GOMc6"	2	NA	NA	"Taasera, Inc."
"org_XF9sa7ImISimJ7uJloY3"	2	NA	NA	"Pneumo Corporation"
"org_XFD72Sh2k6FAysiZybyy"	2	NA	NA	"University of Cincinnati"
"org_XFDClVu3bF6JNQv6njpR"	2	NA	NA	"Civil & Environmental Consultants, Inc."
"org_xfdKEzi9uL9rwetVmYrd"	2	NA	NA	"Quidel Corporation"
"org_xFdLi6lbzEq2QlEK8r5p"	2	NA	NA	"Southern Clay Products, Inc."
"org_XfdTCipxWx3q0cbhABfq"	3	NA	NA	"Apotex Pharmachem Inc."
"org_XfLhJGCiqxmzClQl0D9m"	3	NA	NA	"Maschinenfabrik Scharf GmbH"
"org_xFLuEOQsov67ovc92qyL"	3	NA	NA	"Covestro Deutschland AG"
"org_XfNeuKwxwCt5nrA3J7I7"	3	NA	NA	"NarTest AS"
"org_XfNhmhuxWDiTtNKBz5gs"	2	NA	NA	"Compaq Telecommunications Corporation"
"org_xfNQ3Gdm67JmChGDGXOJ"	2	NA	NA	"North American Philips Corporation"
"org_xFShNAc1eoQJtrxoC3G1"	3	NA	NA	"Tien Heng Machinery Co., Ltd."
"org_XfxeVbsrtDmhEnwCc8g5"	2	NA	NA	"Micropump Corporation"
"org_xFYevrjdO2RFGLrBh4RE"	3	NA	NA	"Chimitex Cellchemie GmbH"
"org_XfyraW1gE4WwepiQQ5dy"	2	NA	NA	"Dana Heavy Vehicle Systems Group, LLC"
"org_xfYvx9zKDO3NYBOONVdN"	3	NA	NA	"DSM IP ASSETS B.V."
"org_XfyzHHXaYXUaPh8Jdsml"	7	NA	NA	"Ministry of International Trade & Industry"
"org_XG0fq5Y5wTElzH5xkazB"	2	NA	NA	"Elcon Products International Company"
"org_XG4AMSXBxZFq6rUYdkad"	2	NA	NA	"Itron, Inc."
"org_xGaW6lDFi8NCgsxpk4GF"	3	NA	NA	"QinetiQ Limited"
"org_xgg12xVdKNHq5yAj4kKR"	3	NA	NA	"GETAC TECHNOLOGY CORPORATION"
"org_XgHOEnp25HUrJmaymbVl"	3	NA	NA	"SANDEN HOLDINGS CORPORATION"
"org_xgi3mrDhZ6nEadqbfUyd"	2	NA	NA	"Biomagnetic Technologies, Inc."
"org_xGn2z1wxTgNlKlPjzL1p"	3	NA	NA	"Shikoku Electric Power Co., Inc."
"org_xGpwA4hGQizlB3B7VlQ1"	3	NA	NA	"379235 Ontario Ltd."
"org_XgRjsH1JvfaJaa3r6gyD"	3	NA	NA	"W. Vinten Limited"
"org_xGrRoHidIwM0zkuMJEZH"	3	NA	NA	"Solvay Solexis S.p.A."
"org_XgRS8OH6zQyz1sb2CU7Q"	2	NA	NA	"Harper Industries, Inc."
"org_XgXXrmAqY03h5JTabPX8"	2	NA	NA	"Dynamotors, Inc."
"org_xgy4X1mfBgPFp3d66CB1"	3	NA	NA	"Covertix Ltd."
"org_xgzd2CrSXtZsObZr8n01"	2	NA	NA	"Automotive Technologies International, Inc."
"org_xH0w0rtHHkdFpj2xvSQA"	3	NA	NA	"C. A. Sundberg AB"
"org_XhEEAZOTeHUoeW65tjNh"	3	NA	NA	"Kocks Technik GmbH & Co."
"org_XhoOytmgGNGMRivIOnHl"	3	NA	NA	"KYOCERA Document Solutions Inc."
"org_xHp13G4t5J2OJy1rnqSv"	3	NA	NA	"DMG MORI SEIKI CO., LTD."
"org_xHt8MHMbtgfdRxstxDBv"	2	NA	NA	"Telelogic, Inc."
"org_xhuRSDLB79WmPPwVG0tm"	3	NA	NA	"ST PHARM CO., LTD."
"org_XI2ArlozaBh5mNAnuRzv"	2	NA	NA	"Freeport Research and Engineering Company"
"org_xI9s93x7ReW6AgYnkqjC"	3	NA	NA	"Wacker Chemitronic Gesellschaft fur Elektronik-Grundstroffe mbH"
"org_xidJBWf7ExZHPTcjLgXa"	3	NA	NA	"Data Investments Limited"
"org_xiGAAKJAQgDuEsFYpOtA"	2	NA	NA	"Machine Masters, Inc."
"org_XIGvOBXvIL7Euc0sYG8G"	3	NA	NA	"Istituto Luso Farmaco D'Italia S.p.A."
"org_XiIhhpHL3beoCvnEurB1"	3	NA	NA	"British American Tobacco Korea Limited"
"org_Xips5aSwaMOGYJOHDAJb"	2	NA	NA	"Visteon Global Technologies, Inc."
"org_XIS6adA2awGqiXJOfvsu"	3	NA	NA	"Geotech Pty Ltd"
"org_XitzJYFHyg2VIDY3rWXP"	3	NA	NA	"Pfister GmbH"
"org_xiU9wPiejAFie96okF6Y"	2	NA	NA	"Tilera Corporation"
"org_XIuxRZavRk01mHdx3agN"	2	NA	NA	"Johnson & Johnson Consumer Inc."
"org_XiUZUkgY0H5oAtwCwQKH"	3	NA	NA	"Societe Generale de Constructions Electriques et Mecaniques (Alsthom)"
"org_xIx7Z5GyghOZFnbVB43T"	2	NA	NA	"Roche Vitamins Inc."
"org_xiYeIwUhMMJHJ50rRitd"	2	NA	NA	"Multi-Flow Tube, Inc."
"org_xJ1Lp1lOxFr9PGF01sM0"	2	NA	NA	"Bee Line Company"
"org_XJ5kfhMPBONg39yVEzu6"	2	NA	NA	"Pinnacle Furnishings, Inc."
"org_xJ5lwaeMZGZL40UAGMf1"	2	NA	NA	"EXPENSIFY, INC."
"org_xJcwSdEcmgyTBY2oLNGs"	2	NA	NA	"Presstek, Inc."
"org_xjfazHknXeWopcUqc7oF"	2	NA	NA	"New Chapter Inc."
"org_xJkNWK9KyyG9cT2SBGEs"	2	NA	NA	"Howard Hughes Medical Institute"
"org_xJmaGUH7wAeGFluL7YTQ"	2	NA	NA	"Rosemount Aerospace Inc."
"org_xJrBE8w6gU2wkg1aP0pt"	2	NA	NA	"NXGN Data, Inc."
"org_xJsqgPHbneJw0fkGjot1"	2	NA	NA	"Grant Prideco, L.P."
"org_XJY6eVjT5OFfD8MjkaFV"	2	NA	NA	"Altera Corporation"
"org_Xk6Bi4Qtc1eEC8gKnmqX"	2	NA	NA	"Zenith Electronics Corporation"
"org_xKCGVlO0iQafdSAvqSGH"	3	NA	NA	"ITW De France"
"org_XKcTGlCRglgcysoRwNCU"	3	NA	NA	"HYUNDAI MOBIS CO., LTD."
"org_XKddbCi25Lza9LLFPQSR"	3	NA	NA	"Nippon Shokubai Co., Ltd."
"org_XKJZqLEMmEicMfLAUxxs"	3	NA	NA	"Isuzu Motors Limited"
"org_Xkl9NbOTiTXTCYG7IO6S"	2	NA	NA	"Syntex Puerto Rico, Inc."
"org_XKlcnK2eAGXXUCKQNVzB"	2	NA	NA	"Hershey Foods Corporation"
"org_xKmr3uI5jKVx8e6VsVKn"	3	NA	NA	"Inductotherm Europe Limited"
"org_XKnc667Rvegm4sjRVEwb"	3	NA	NA	"ATTEXOR CLINCH SYSTEMS S.A."
"org_xkr1Ox1g23CXOkS1RixR"	2	NA	NA	"Rampon Products, Inc."
"org_xKrC4XomYw5InoObx3Rt"	2	NA	NA	"SR Technologies, Inc."
"org_XKSV3XojqwJGh5UrcR8f"	3	NA	NA	"Kawai Musical Insruments Mfg. Co., Ltd."
"org_Xkzz1zcBtdQWppbLxFYw"	3	NA	NA	"Smith & Nephew Associated Companies p.l.c."
"org_XLavPi4RlNp7DAzwyJbt"	2	NA	NA	"Cornell Research Foundation, Inc."
"org_XLdoN4wU43ogO51DPsHJ"	2	NA	NA	"Rockwell Automation Technologies, Inc."
"org_xLGoPEpzfMuRZDq2XcW5"	3	NA	NA	"Fujikin Incorporated"
"org_xLkXfsyaCcsD8YdJ2QIO"	2	NA	NA	"Arco Chemical Company"
"org_xlllFOWt1cZeWpt6atvQ"	2	NA	NA	"Sola International, Inc."
"org_XlrP3NhIKPppjMKYSYVG"	2	NA	NA	"ASM America, Inc."
"org_xlv527VU584dqI0TVrFy"	2	NA	NA	"Eflag Professional Solutions, LLC"
"org_xlYCHMIDMLIF52RlGzi3"	3	NA	NA	"Ecole Polytechnique Federale de Lausanne (EPFL)"
"org_xM0QH43acnrEwQsTxzCw"	3	NA	NA	"Mold-Masters Limited"
"org_XM4RmPq9d8dBl2kLKAMS"	2	NA	NA	"Plamet Limited Liability Company"
"org_xm5DKWv1jUpwoxUTJKNV"	2	NA	NA	"Master Lock Company LLC"
"org_xm8UnwOF2EhXGeiTcaQD"	3	NA	NA	"3A Composites GmbH"
"org_xmghFrRR1FNWkFoftGzA"	2	NA	NA	"Icon Aircraft, Inc."
"org_XmHM11f9dMBVl1hiiMMC"	2	NA	NA	"SS SC IP, LLC"
"org_xMhMZ2oaKoR2Bq2q9dP4"	2	NA	NA	"StratosAudio, Inc."
"org_XmHtEH88ebazZ2vqzoRC"	2	NA	NA	"MGS Mfg. Group, Inc."
"org_XmnFLqq8vxJvx6PHouWB"	2	NA	NA	"New Anthony, Inc."
"org_XMNOniMZgsfFM5SJOFy7"	2	NA	NA	"Greenbytes, Inc. a Rhode Island corporation"
"org_XMpMey9pZL0b8xPAdOyQ"	2	NA	NA	"Universal Oil Products Company"
"org_xmqOrZXdFdU7RdBQgbYk"	3	NA	NA	"Xeros Limited"
"org_xmtovdpP0pENISQ0WHIU"	3	NA	NA	"Otsuka Pharmaceutical Co., Ltd."
"org_XmYG8YkdKzbvNKRC9vAf"	3	NA	NA	"Sony Semiconductor Solutions Corporation"
"org_xN0SrmSQOGCcJIgDqny6"	3	NA	NA	"MacIntosh N.V."
"org_xn5HGSzo7W8J4nDAh18v"	3	NA	NA	"Kiekert AG"
"org_xNhENlYbtjZ1W5jpM9zC"	3	NA	NA	"BITRON S.P.A."
"org_XnhOiu7E8JetGhpkqMbo"	3	NA	NA	"EMI Limited"
"org_xNkcP9tloW8GHvrI9tcV"	3	NA	NA	"Stac-Pac Technologies Inc."
"org_xNLmAoA5KA1v6UNSBC2j"	2	NA	NA	"Lumino, Inc."
"org_xnPJU9joCc0zMbyOZHnb"	2	NA	NA	"Alliburton Energy Services, Inc."
"org_xnVdTzkRcA8D9SbCYdUz"	3	NA	NA	"Medivir AB"
"org_xNVimC4TiLJJ2yAakeXt"	2	NA	NA	"Rite-Hite Holding Corporation"
"org_XNvqPEjAoxG1pb2j1WFP"	3	NA	NA	"Le Verre Fluore S.A."
"org_xNwZY36kwWMUR5aWrm5N"	3	NA	NA	"Oticon A/S"
"org_XnzgdxrGjXozyBz57qXY"	2	NA	NA	"Lawrence Brooke Engineerings, LLC."
"org_XO7IIgw1LEdj5onk1zcF"	2	NA	NA	"Scientific-Atlanta, Inc."
"org_XOAtZZzx46szCoHJREbJ"	3	NA	NA	"Sanoh Instrument Co., Ltd."
"org_XObLqchxl55hZ3VUHz1R"	2	NA	NA	"Betz Laboratories, Inc."
"org_XOFD8kcJKEX1Y0GOeLHg"	2	NA	NA	"I-Flow Corporation"
"org_xok9J0MFKlHbES9JLmNr"	2	NA	NA	"Applera Corporation"
"org_XoLYTvCXBqg77jBgqyPR"	3	NA	NA	"Alstom (Switzerland) Ltd"
"org_xonJOv1XXL5jstloyau8"	2	NA	NA	"Allen-Bradley Company, Inc."
"org_XOsLMVB7pofl309sU8iW"	3	NA	NA	"Himax Display, Inc."
"org_xPa46Fi9uVAQeaap07wd"	3	NA	NA	"BIZERBA SE & CO. KG"
"org_XpARaatWT9wTuwMZ3GLg"	2	NA	NA	"Serious Energy, Inc."
"org_xPctGo3B2eloGKNKUjHn"	3	NA	NA	"Tokyo Seimitsu Co., Ltd."
"org_xPHB7D1U5vxYC1eOWpwH"	2	NA	NA	"General Chemical Corporation"
"org_XPP1uF6c6iahcU7VH4Qg"	3	NA	NA	"Hitachi Electronic Devices Co., Ltd."
"org_Xpp4YB9dX8YQBSUECpDJ"	2	NA	NA	"Sherex Chemical Company, Inc."
"org_xpRZQdvNHzo7JD9ruYKe"	3	NA	NA	"National Applied Research Laboratories"
"org_XpSqVH23oBj5wgTlvyyD"	2	NA	NA	"Cosar Corporation"
"org_XPT759pkDsjWWxXYipH2"	3	NA	NA	"Arakawa Kagaku Kogyo Kabushiki Kaisha"
"org_xPuFELLnSEY1ys0bmhs0"	3	NA	NA	"MITSUBISHI HITACHI POWER SYSTEMS, LTD."
"org_XpwZsJMNaaTDzFanWt5C"	2	NA	NA	"CBS Corporation"
"org_XpXQh3LhAaP6aSYCTlY9"	3	NA	NA	"Ferranti Limited"
"org_xq2IhpHsk1uv55rpWkYL"	3	NA	NA	"Bauer Maschinen GmbH"
"org_Xq73ysjGiVcetDaVjjRB"	3	NA	NA	"Aerospatiale Societe Nationale Industrielle"
"org_xQd9RSWld07onkERtt4W"	3	NA	NA	"PHIHONG TECHNOLOGY CO., LTD."
"org_xQfEHtT2LLB2e8QKiwgl"	3	NA	NA	"INNOMOTIVE SYSTEMS HAINICHEN GMBH"
"org_xQGB6F04A5P9Uvgjg4GO"	2	NA	NA	"Engineered Inserts & Systems, Inc."
"org_xqGMQaK0uWj7fyatjuLR"	2	NA	NA	"West Fork Environmental, Inc."
"org_XqNC1oYurBSy0ykE2uma"	2	NA	NA	"mSilica, Incorporated"
"org_xQqBlMV3ZMpqIBaZKmGT"	2	NA	NA	"Talon Precision Optics, LLC"
"org_xqRXpSrIM4wGyl1QUB3q"	2	NA	NA	"M.E.C. Technology, Inc."
"org_xqSD6PijwAHgpg4x9dA5"	2	NA	NA	"Aspects, Inc."
"org_xQzhhLYv6lpYl32HSJDa"	3	NA	NA	"Rutgerswerke Aktiengesellschaft"
"org_XR1rfYwpNDRsCk7PuXFr"	2	NA	NA	"Sportsfield Intellectual, LLC"
"org_xR8UlcdK2rfKPK7xKIUS"	3	NA	NA	"RIBE JERN HOLDING A/S"
"org_Xrcs9s2r9YnmSjttYUWf"	2	NA	NA	"Airgain Incorporated"
"org_XRDcjh9i59Oq6bUIlwAF"	3	NA	NA	"Werkzeugmaschinenfabrik Tschudin"
"org_xrfx3m83Xe3jUXlOBkvi"	2	NA	NA	"General Dynamics Advanced Technology Systems, Inc."
"org_xrGWg9B0bmjbYi3xXbLG"	3	NA	NA	"MICROLINK SENSTECH SHANGHAI LTD."
"org_xrjV9TvRdTAnP08Cokdw"	2	NA	NA	"Gerhard Designing & Manufacturing, Inc."
"org_xrlSSMYnci5K9VRirIOa"	3	NA	NA	"Hella KGaA Hueck & Co."
"org_xRnBPIhX9VoeAsUDKmiX"	2	NA	NA	"Brown Products, Inc."
"org_XrnStWZrLW7pJ2piL6hk"	3	NA	NA	"3DLabs Inc. Ltd."
"org_XruH0phUhkGSsbsA5vaR"	3	NA	NA	"B. Braun Celsa"
"org_xrw2BHsBxqKfFiIKAqnA"	3	NA	NA	"COSUCRA-GROUPE WARCOING SA"
"org_XrWiXO7IAuVpiFC8aprY"	2	NA	NA	"John Mezzalingua Associates, Inc."
"org_XS7dECZVDB9sTXqqfLPy"	3	NA	NA	"Biomelktechnik Hoefelmayr & Co."
"org_xs7zvswujtKNaZtnNc4x"	2	NA	NA	"University of Louisville Research Foundation, Inc."
"org_XsAuwdu9IVT22GqtZevd"	2	NA	NA	"FB Global Plumbing Group LLC"
"org_xSJacAIOKiEFy7w1dsGO"	3	NA	NA	"Total E&P Canada Ltd."
"org_xskE4IaRhD4ldsSWvihw"	2	NA	NA	"The First National Bank of Akron, Trustee"
"org_XSl99vBG7IDfjKVXxhFd"	3	NA	NA	"Aristocrat Technologies Australia Pty Limited"
"org_xSmIAEBhHRArFMXDj0g7"	3	NA	NA	"Progen Pharmaceuticals Limited"
"org_xSn0y3OgdmJiXYnRL0bN"	3	NA	NA	"Light & Sound Design, Ltd."
"org_XsPZSeBmHg1CKrWSDvrv"	2	NA	NA	"Virtual Hold Technology, LLC"
"org_XsQ3gEvu99SweO0tPSBD"	2	NA	NA	"Cleveland State University"
"org_xsQhvVJtXg3uAyLeJKaN"	2	NA	NA	"Carter Medical Corporation"
"org_xSW8694mZUCaAijUirpH"	3	NA	NA	"Fried. Krupp Gesellschaft mit beschraenkter Haftung"
"org_Xt2gsldtvAJbW4GpjpbF"	2	NA	NA	"Donlar Corporation"
"org_Xt75nrq4hFp64tq74xp2"	3	NA	NA	"Rheinstahl AG"
"org_xTa2CKLYfU8fqw0qN5tD"	2	NA	NA	"Midwest Research Institute"
"org_XtcmdTFaj8Tl3CGF6qW3"	3	NA	NA	"Chemetall GmbH"
"org_XTDfMJ862PKUxT4RRjO5"	2	NA	NA	"CIRRUS LOGIC, INC."
"org_XTdhlHaOjO8lQjQoBEgJ"	3	NA	NA	"Kabushiki Kaisha JNT"
"org_XTe7sYDBY8HdGxUI0TiB"	3	NA	NA	"Toyota Steel Center Co., Ltd."
"org_xtEut3k648WoCuwPi1Xm"	2	NA	NA	"Emotive Communications, Inc."
"org_xtFmMBpXabawT9nHQ9wi"	2	NA	NA	"Gulf Research & Development Company"
"org_XTGe7xCvtzWIPXy1dINh"	2	NA	NA	"Wescom Switching, Inc."
"org_xTgKbKe98gYzWPfTAxA8"	2	NA	NA	"Siemens VDO Automotive Corporation"
"org_xtnFlRmrCXKRivsO7xqd"	2	NA	NA	"Salix Medical, Inc."
"org_XtQIMO2KFKXJ2pfCdXJF"	3	NA	NA	"Trumpf Laser GmbH + Co. KG"
"org_xTTmhRax1MolqNeZ607g"	2	NA	NA	"Philadelphia Quartz Company"
"org_xtUBFlKpeIex9LxciVUJ"	3	NA	NA	"Forest Laboratories Holdings Limited"
"org_xTz4feVgHbE8mvRJ9e7p"	3	NA	NA	"Sony Ericsson Mobile Communications AB"
"org_XuCkX9jvUrOo28rHx2nm"	2	NA	NA	"Affymetrix, Inc."
"org_XueqEbPvWqykkctUElMd"	2	NA	NA	"Victor F. Weaver, Inc."
"org_XukAmY8U9THVgNcwj9nt"	2	NA	NA	"Halkey-Roberts Corporation"
"org_XukdsL44L2DMhImJcX6x"	2	NA	NA	"Acoustic Technologies, Inc."
"org_xUmRIq6rkbQWTWuLcJQR"	3	NA	NA	"RB Pharmaceuticals Limited"
"org_XUpM1zHmZuz1wm60ZTOH"	2	NA	NA	"University Hospitals of Cleveland"
"org_XuPr1wAspMVjnofErWmW"	3	NA	NA	"STMicroelectronics (Beijing) R&D Co. Ltd."
"org_xuq5ceywQirs6EvlvG59"	2	NA	NA	"Cooper Technologies Company"
"org_xURpzmeuNZT18BNirbYL"	2	NA	NA	"HAIER US APPLIANCE SOLUTIONS, INC."
"org_XuU678bEmGDsxxuf0czY"	3	NA	NA	"Institutul National Pentru Creatie Stinifica si Tehnica"
"org_xuyuHrGThTMCHDnfnA6P"	2	NA	NA	"Wahl Clipper Corporation"
"org_xUZtPnpI5ec3sSFJziNV"	2	NA	NA	"Diamond Stone Technologies Inc."
"org_XUZwsnhH7LFECUfYETeG"	2	NA	NA	"Electro-motive Diesel, Inc."
"org_Xv2OUV9JSyZpKID5Bl5D"	3	NA	NA	"Sawafuji Electric Co., Ltd."
"org_XVDbTp7jYMCfVVyzSrZ1"	2	NA	NA	"Casabella Holdings, LLC"
"org_xvDKrR3n0cyV23HUOILN"	3	NA	NA	"CELLIX BIO PRIVATE LIMITED"
"org_Xvdl1tblQF0ia1jCh9GT"	2	NA	NA	"Navistar International Transportation Corp."
"org_xVIhHjbL7SZYbCWNHQYz"	2	NA	NA	"Vacuum Barrier Corporation"
"org_xvJXXvUMKLZAY5MwC8Yf"	3	NA	NA	"Calsonic Kansei Corporation"
"org_xVKmFsXlaF0GtQtvjjNr"	3	NA	NA	"Georg Fischer Rohrleitungssysteme AG"
"org_XvkOQxUrcCyzuIZWKmEZ"	2	NA	NA	"Advanced Elastomer Systems, L.P."
"org_xvLRRNhl0hrPEKy4OFW8"	3	NA	NA	"Bentec GmbH Drilling & Oilfield Systems"
"org_xVMLAxhmVPwJ1HH8xlBV"	2	NA	NA	"Carrier Access Corporation"
"org_xVnQQ3CpNYB4ygrFLq3j"	3	NA	NA	"ABBYY Development LLC"
"org_XVOSDrHJNwdtXSVnvB1t"	2	NA	NA	"Hybricon Corporation"
